uuid,match_id,participants,game_creation,game_length,game_version,tft_set_number,puuid,summoner_name,level,placement,last_round,time_eliminated,total_damage_to_players,players_eliminated,arcana,chrono,dragon,druid,eldritch,faerie,frost,honeymancy,portal,pyro,ravenous,sugarcraft,witchcraft,ascendant,bastion,batqueen,blaster,explorer,hunter,incantor,mage,multistriker,preserver,scholar,shapeshifter,vanguard,warrior,
NA1_5127876151_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127876151,"[""wigglywu"", ""MSJ Ahn"", ""Kurumx"", ""LF JOB NYC"", ""Jomei"", ""VIT k3soju"", ""Phoenixaa"", ""MSJ Cosmo""]",1.72822E+12,2036.3944091796875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,35,2023.205322265625,131,2,4,0,0,0,0,1,0,0,0,2,0,2,0,1,2,0,2,0,0,0,0,1,2,2,0,2,0,
NA1_5127873880_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127873880,"[""MSJ Ahn"", ""VIT k3soju"", ""syz fanboy 2"", ""ZTK"", ""Connerisme"", ""Ceiling"", ""me1stor8th"", ""Phoenixaa""]",1.72822E+12,2126.830810546875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,5,30,1732.1656494140625,92,1,0,2,0,0,0,0,8,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,1,2,0,
NA1_5127868013_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127868013,"[""me1stor8th"", ""syz fanboy 2"", ""ZTK"", ""MrBombastic"", ""VIT k3soju"", ""\u529dj\u4ece\u826f\u4e36Last\u6ce2"", ""Ceiling"", ""Phoenixaa""]",1.72821E+12,2043.711426,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,3,33,1968.368896484375,116,1,1,2,0,0,0,5,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,3,3,0,0,0,1,
NA1_5127859890_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127859890,"[""Phoenixaa"", ""syz fanboy 2"", ""ZTK"", ""VIT k3soju"", ""blues"", ""Ceiling"", ""Kiyoon"", ""me1stor8th""]",1.72821E+12,2235.075439453125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,4,35,2090.507080078125,135,1,2,2,0,0,0,5,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,3,2,0,0,1,
NA1_5127879583_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127879583,"[""LadyLuck"", ""sexpert"", ""MSJ Cosmo"", ""149cm"", ""Kurumx"", ""me1stor8th"", ""VIT k3soju"", ""\u529dj\u4ece\u826f\u4e36Last\u6ce2""]",1.72822E+12,2010.4537353515625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,4,31,1774.0360107421875,89,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,1,2,0,
NA1_5127844657_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127844657,"[""VIT k3soju"", ""VIT setsuko"", ""brainlaggg"", ""Connerisme"", ""Chef"", ""Phoenixaa"", ""Wong Fei Hung EX"", ""Kiyoon""]",1.72821E+12,2003.245361328125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,35,1990.0775146484375,113,2,0,2,0,0,0,3,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,5,2,0,0,2,
NA1_5127837193_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127837193,"[""VIT setsuko"", ""Marcel P Clash"", ""Kiyoon"", ""VIT k3soju"", ""CookiesOP"", ""Carelessd"", ""Squiggle"", ""Kurumx""]",1.72821E+12,2120.11084,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,1,38,2106.943603515625,154,1,0,6,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,4,1,0,0,2,
NA1_5127828954_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127828954,"[""robinsongz"", ""Carelessd"", ""Squiggle"", ""Kurumx"", ""Kiyoon"", ""CookiesOP"", ""VIT setsuko"", ""VIT k3soju""]",1.7282E+12,1822.8865966796875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,32,1811.0220947265625,121,0,0,2,0,0,1,0,1,0,1,0,1,1,6,0,0,1,0,0,0,2,0,0,2,1,2,0,2,
NA1_5127811060_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127811060,"[""VIT k3soju"", ""PurePiss"", ""Kiyoon"", ""yolomycolin"", ""robinsongz"", ""brainlaggg"", ""sirmasterapu"", ""VIT setsuko""]",1.7282E+12,2031.791992,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,1,37,2018.625,164,4,0,2,0,0,1,0,1,0,1,0,1,0,8,0,1,1,0,0,0,2,0,0,2,1,2,0,1,
NA1_5127795754_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127795754,"[""kpk618"", ""CookiesOP"", ""morellos"", ""imriveting"", ""Bruhbruhbruh WHO"", ""VIT k3soju"", ""VIT setsuko"", ""jasonhu432""]",1.7282E+12,2112.858642578125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,35,2099.6875,160,2,0,2,0,0,1,1,1,0,0,1,1,2,2,0,0,1,0,0,0,1,0,0,4,1,2,0,2,
NA1_5127767202_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127767202,"[""Darth Nub"", ""Kiyoon"", ""flamez"", ""POOGERS"", ""VIT k3soju"", ""VIT setsuko"", ""kpk618"", ""300 ping pog""]",1.7282E+12,2217.29834,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,10,2,38,2204.78125,128,2,3,2,1,0,0,2,0,0,0,2,0,1,2,1,2,1,4,0,0,1,0,0,2,2,0,2,0,
NA1_5127749800_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127749800,"[""POOGERS"", ""StoneShi"", ""imriveting"", ""LemonVip"", ""Scoped"", ""mrotdog"", ""VIT k3soju"", ""Notes""]",1.7282E+12,2282.342285,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,7,26,1495.7054443359375,34,0,4,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,2,0,0,0,0,1,1,2,0,2,0,
NA1_5127721994_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127721994,"[""POOGERS"", ""Hanneko"", ""VIT k3soju"", ""VIT setsuko"", ""Brucelolll"", ""ponxwx"", ""robinsongz"", ""8th player""]",1.72819E+12,2199.794677734375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,3,34,1993.7857666015625,98,1,0,2,0,0,1,1,1,0,0,1,1,2,2,0,0,1,0,0,0,1,0,0,4,1,2,0,2,
NA1_5127690769_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127690769,"[""robinsongz"", ""1vs9peter"", ""Legolas"", ""POOGERS"", ""Cane Rack"", ""Project Tempo"", ""VIT k3soju"", ""Brucelolll""]",1.72819E+12,2177.168457,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,38,2164.100586,173,3,2,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,1,0,1,0,1,0,2,1,0,2,2,
NA1_5127651094_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127651094,"[""jasonhu432"", ""VIT k3soju"", ""Carelessd"", ""1vs9peter"", ""VIT prestivent"", ""ponxwx"", ""Brucelolll"", ""sunjong kang""]",1.72819E+12,2339.099365234375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,40,2326.031005859375,150,3,3,0,0,0,1,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,2,1,0,1,6,
NA1_5127624310_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127624310,"[""B\u00e9aster"", ""DonoHS"", ""iniko"", ""VIT k3soju"", ""dpei"", ""PanicRoll"", ""N\u00f8sk"", ""Gurpin""]",1.72819E+12,2112.373291015625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,7,28,1596.110352,63,0,3,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,1,0,0,1,0,
NA1_5127598435_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127598435,"[""Kaiweng"", ""imriveting"", ""iniko"", ""Sully"", ""VIT k3soju"", ""Ceiling"", ""DavidAs"", ""Lab 003 Broseph""]",1.72818E+12,2173.288330078125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,8,26,1470.1451416015625,48,0,2,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,2,0,1,2,
NA1_5127574826_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127574826,"[""XTheFarmerX"", ""\u529dj\u4ece\u826f\u4e36Last\u6ce2"", ""Cottontail"", ""Kaiweng"", ""imriveting"", ""ThisJX"", ""Hi Im Ted"", ""VIT k3soju""]",1.72818E+12,1977.6807861328125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,7,27,1556.205810546875,56,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,2,0,0,1,0,0,2,1,0,3,1,1,0,
NA1_5127540241_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127540241,"[""robinsongz"", ""Lab 003 Broseph"", ""Sully"", ""VIT k3soju"", ""DavidAs"", ""Lab 018 biribiri"", ""Kaiweng"", ""Waffle""]",1.72818E+12,2128.578369140625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,3,34,1971.3883056640625,124,2,0,0,0,0,1,3,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,1,3,2,0,0,6,
NA1_5127512370_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127512370,"[""imriveting"", ""VIT k3soju"", ""Brucelolll"", ""POOGERS"", ""Waffle"", ""PanicRoll"", ""robinsongz"", ""tyreaal""]",1.72818E+12,1899.726074,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,3,33,1885.2059326171875,143,1,0,2,0,0,1,0,7,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,2,1,2,2,0,
NA1_5127487938_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127487938,"[""\u529dj\u4ece\u826f\u4e36Last\u6ce2"", ""Mean Mister Kien"", ""sunjong kang"", ""robinsongz"", ""iniko"", ""Ramblinnn"", ""PMD JOE BOOKMARK"", ""VIT k3soju""]",1.72818E+12,2093.128662109375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,35,2079.925781,121,2,0,0,0,0,1,3,1,0,0,1,0,2,2,0,2,1,0,0,0,0,0,1,2,0,0,0,6,
NA1_5127460561_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127460561,"[""Carelessd"", ""PMD JOE BOOKMARK"", ""\u4e45\u4e45\u4e4b"", ""brainlaggg"", ""VIT k3soju"", ""\u529dj\u4ece\u826f\u4e36Last\u6ce2"", ""guubums"", ""Brucelolll""]",1.72817E+12,2275.180908203125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,8,26,1533.833740234375,36,0,2,2,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,2,2,0,0,0,
NA1_5127440404_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127440404,"[""VIT k3soju"", ""SSAAMM7"", ""ThisJX"", ""Pun"", ""Darvinism"", ""XTheFarmerX"", ""Mean Mister Kien"", ""\u529dj\u4ece\u826f\u4e36Last\u6ce2""]",1.72817E+12,2423.845947265625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,6,27,1598.0572509765625,57,0,4,0,0,0,0,0,0,0,0,2,0,2,1,0,2,1,2,0,0,0,0,1,2,2,0,2,0,
NA1_5127415653_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127415653,"[""VIT k3soju"", ""Hanneko"", ""Pun"", ""guubums"", ""PMD LILTOP"", ""RamKev"", ""XTheFarmerX"", ""\u529dj\u4ece\u826f\u4e36Last\u6ce2""]",1.72817E+12,2012.291748046875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,6,30,1710.6658935546875,89,0,2,0,0,0,1,0,0,0,0,5,1,1,0,0,2,0,2,0,0,0,0,2,0,0,2,2,1,
